0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,46,4,0,4,4
0,0,0,0,0,3,1,20,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,39,4,0,4,4
0,0,0,0,1,19,2,18,14,24,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,4,4,0,4,4
0,0,0,0,0,8,15,21,36,34,17,18,21,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,1,0,4,4
0,0,0,0,0,11,18,35,32,29,27,15,23,26,32,29,29,28,21,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,16,0,0,0,0
0,0,0,0,0,10,16,28,26,42,16,19,19,27,27,20,33,37,25,47,35,46,49,49,23,28,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19,20,0,0,0,0
0,0,0,0,0,21,21,19,22,31,16,25,22,21,21,16,20,23,29,39,38,46,45,46,22,30,31,31,1,17,12,2,0,0,0,0,0,0,0,0,0,0,0,0,21,14,5,0,0,0
0,0,0,0,8,15,16,14,41,15,17,25,25,21,31,30,18,25,25,27,31,48,49,42,26,35,39,38,47,25,24,23,22,0,0,0,0,0,0,0,0,0,0,0,20,22,9,0,0,0
0,0,0,0,10,26,42,18,23,20,25,18,39,25,27,27,27,27,30,31,34,35,48,45,26,43,37,36,18,24,19,28,25,13,0,0,0,0,0,0,0,0,0,32,9,6,0,0,0,0
0,0,0,1,8,17,22,14,21,16,27,24,34,28,26,28,21,19,23,23,30,41,45,40,26,37,28,31,29,41,47,25,21,17,11,0,0,0,0,0,0,30,17,23,8,0,0,0,0,0
0,0,0,3,12,33,32,25,21,15,27,33,33,28,43,29,27,20,25,30,26,43,44,44,27,37,23,24,26,44,47,21,25,5,24,0,0,0,0,0,8,43,19,25,15,0,0,0,0,0
0,0,0,21,18,36,25,35,21,24,24,29,44,34,49,30,25,21,22,24,25,38,43,37,37,26,21,25,22,43,45,19,24,9,13,3,0,0,0,0,17,25,9,24,18,0,0,0,0,0
0,0,0,17,17,24,31,32,33,18,25,36,29,39,45,26,32,20,24,26,27,46,44,36,46,24,25,15,21,36,17,24,25,23,19,28,0,0,0,19,16,33,11,13,20,0,0,0,0,0
0,0,0,22,17,36,26,36,23,25,19,40,38,29,44,25,25,25,28,24,25,40,38,37,47,26,21,21,7,23,15,16,23,22,25,25,0,0,18,12,13,32,10,13,26,18,0,0,0,0
0,0,0,19,22,24,37,29,26,36,31,38,24,35,39,30,35,32,27,21,23,33,38,40,47,48,24,34,9,14,15,16,24,21,22,18,0,2,18,35,22,25,9,13,3,0,0,0,0,0
0,0,0,18,21,30,34,28,30,29,32,30,21,30,43,28,35,29,29,29,32,30,37,46,33,45,34,24,21,10,19,15,24,17,23,27,0,32,33,27,15,22,3,1,0,0,0,0,0,0
0,0,0,34,20,23,36,22,42,28,29,30,28,39,46,45,38,40,26,27,29,26,38,42,28,30,29,24,24,14,14,15,24,20,24,1,31,20,34,29,11,33,13,1,0,0,0,0,0,0
0,0,0,28,26,24,31,25,43,30,38,39,42,34,37,41,36,41,32,29,23,27,37,45,40,23,21,20,15,14,15,17,22,24,20,24,16,16,27,23,4,9,21,0,0,0,0,0,0,0
0,0,0,14,29,19,20,33,31,39,29,36,19,45,27,36,48,45,39,33,28,30,24,41,39,20,15,16,12,16,20,23,21,19,20,25,18,10,13,14,18,8,22,0,0,0,0,0,0,0
0,0,0,9,31,22,31,28,31,38,35,21,29,22,27,33,29,47,34,29,37,23,30,47,39,16,28,19,17,20,17,21,21,24,26,26,9,9,28,7,12,16,14,0,0,0,0,0,0,0
0,0,0,6,30,14,32,30,44,32,26,35,35,34,32,31,43,47,39,36,33,23,34,48,38,21,15,15,14,17,22,20,19,24,27,22,13,7,28,16,7,25,1,0,0,0,0,0,0,0
0,0,0,4,14,19,39,33,34,35,41,29,30,21,28,32,46,45,37,39,24,26,33,45,31,18,19,16,16,13,21,24,17,20,11,15,9,8,25,17,12,13,0,0,0,0,0,0,0,0
0,0,0,0,16,15,33,26,25,23,43,35,40,36,22,25,44,48,36,37,35,29,44,40,34,18,19,17,18,13,19,21,18,20,13,7,8,6,13,13,12,14,0,0,0,0,0,0,0,0
0,0,0,1,12,18,47,23,23,30,25,45,26,27,27,32,43,28,42,34,35,28,40,41,28,19,15,18,16,17,24,20,17,13,9,8,6,37,34,7,11,11,0,0,0,0,0,0,0,0
0,0,0,1,20,22,43,18,20,18,13,26,21,30,35,43,43,43,36,31,33,27,45,48,36,24,19,9,12,9,19,16,16,13,21,9,10,14,26,13,14,22,0,0,0,0,0,0,0,0
0,0,0,0,19,22,22,16,34,13,29,40,32,25,35,39,45,47,35,31,33,33,41,46,35,19,20,15,10,12,14,11,16,7,12,12,15,15,30,11,13,19,3,0,0,0,0,0,0,0
0,0,0,0,11,10,40,15,29,26,20,22,39,33,36,29,47,45,31,21,36,29,45,40,23,19,22,31,28,8,20,14,17,10,14,21,25,11,13,16,15,25,0,0,0,0,0,0,0,0
0,0,0,0,0,11,29,48,22,19,33,43,27,34,35,44,24,50,39,36,30,27,35,25,16,18,15,11,11,11,21,12,9,14,42,13,23,19,15,8,21,22,0,0,0,0,0,0,0,0
0,0,0,0,0,0,25,17,23,33,23,24,36,41,38,37,30,41,35,37,34,26,35,29,19,18,17,27,5,21,21,17,8,21,26,21,17,15,18,14,23,10,0,0,0,0,0,0,0,0
0,0,0,0,0,0,18,14,12,19,19,24,35,38,45,35,36,30,23,32,36,28,45,40,18,21,14,11,13,20,15,13,9,13,14,33,10,9,9,25,28,0,0,0,0,0,0,0,0,0
0,0,0,0,0,2,1,11,38,25,34,12,24,37,44,29,41,36,43,35,17,41,44,21,17,12,18,11,12,22,13,15,15,14,11,22,11,14,13,23,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,14,15,21,13,47,17,42,42,34,34,31,31,36,37,44,37,21,20,8,14,10,14,21,15,12,9,11,11,16,12,8,16,25,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,25,32,48,18,21,25,25,32,28,39,35,35,48,27,20,19,15,15,14,16,22,15,15,8,11,14,18,9,18,23,16,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,30,25,24,24,30,31,30,24,39,34,26,46,32,15,20,19,18,15,22,22,13,15,10,16,14,9,13,15,23,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,3,29,17,17,41,36,29,23,32,33,36,48,30,20,14,13,10,16,13,26,16,13,17,17,16,10,15,16,22,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,4,23,0,0,29,19,34,34,24,32,45,13,18,16,14,22,16,26,12,14,14,12,9,15,17,21,17,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,31,34,34,27,48,40,17,21,16,14,15,16,13,9,14,21,13,12,20,15,26,6,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,16,21,15,19,1,0,0,0,0,28,29,26,31,29,39,16,17,18,17,17,23,11,14,13,23,16,23,15,22,26,26,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,22,19,19,21,38,0,0,0,26,23,19,28,32,42,15,18,13,16,20,27,26,26,23,2,1,4,28,5,27,17,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,19,22,24,32,18,30,0,0,0,22,18,10,46,30,41,16,14,22,26,31,28,23,23,0,0,0,0,0,0,26,17,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,15,25,18,14,46,0,0,0,0,17,0,0,18,19,16,16,27,6,0,1,1,13,9,0,0,0,0,0,0,20,22,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,19,16,39,33,42,36,0,0,0,0,0,0,0,19,16,13,25,28,0,0,0,1,0,0,0,0,0,0,0,2,19,28,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,25,25,32,20,30,27,0,0,0,0,0,0,0,19,21,16,23,0,0,0,0,0,0,0,0,0,0,0,0,0,25,27,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,12,29,33,4,48,42,0,0,0,0,0,0,0,0,19,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13,28,15,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,19,14,23,0,4,4,0,0,0,0,0,0,0,18,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,24,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,26,1,0,0,0,0,10,0,0,0,0,0,0,16,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,7,0,0,0,0,0,0,1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,16,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,29,26,25,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
